ì˙ït,ójì˙_x,ë‰îÑè„çáåv,ë‰îÑè„,ë‰ëeóòçáåv,ë‰ëeóò,ë≈çû,ëçë≈çû,óòâvó¶,óLå¯S,ì¸è‹S1,BA,MY,èoã ó¶,ãqëÿó¶,ã íPâø,ã óò,äÑêî,èüó¶,åiïiäzïΩãœ,ë‰êî,å≥ÉtÉ@ÉCÉã,ójì˙_y,ïΩãœãCâ∑,ç≈çÇãCâ∑,ç≈í·ãCâ∑,ì˙è∆éûä‘(éûä‘),ïΩãœåªínãCà≥(hPa),ç≈ëÂïóë¨(m/s),ç≈ëÂïóë¨(m/s).2,ïΩãœïóë¨(m/s),ç~êÖó 
2024/3/27,êÖ,12210200,21052,2348443,4049,24839,14406860,0.1923,5.53,5.75,84.23,12196,0.9514,1.5928,0.848,0.163,8.77,0.3897,18464,580,2024,êÖ,12.8,17.6,7.2,11.5,1020.6,6,ìåìÏìå,2.7,0
2024/3/28,ñÿ,12952100,22331,2973603,5127,26166,15176300,0.2296,5.51,5.75,84.63,12554,0.959,1.5777,0.853,0.196,8.97,0.3948,20023,580,2024,ñÿ,13.9,18.5,10.9,0,1013.6,5.3,ìÏêº,2.1,14.5
2024/3/29,ã‡,12866700,22184,2841291,4899,25863,15000780,0.2208,5.54,5.75,84.34,12653,0.9475,1.6027,0.858,0.189,8.67,0.4052,19224,580,2024,ã‡,19.5,25.9,14.8,10.9,1008.7,8.5,êº,5.4,0
2024/3/30,ìy,14157600,24410,3286201,5666,29740,17248980,0.2321,5.55,5.76,84.51,13580,0.9331,1.6493,0.821,0.191,8.26,0.3879,20172,580,2024,ìy,20,27.4,14.1,8.4,1013,6.9,êºìÏêº,4.8,0
2024/3/31,ì˙,14397500,24823,2474138,4266,29603,17169630,0.1718,5.53,5.77,84.68,14252,0.9593,1.6833,0.839,0.144,8.93,0.4069,22162,580,2024,ì˙,19,26.5,15,6.1,1009.2,7.1,êºìÏêº,3.7,5.5
2024/4/1,åé,10473400,18058,1994961,3440,22982,13329590,0.1905,5.54,5.74,84.38,11285,0.9552,1.6048,0.786,0.15,8.85,0.3569,15978,580,2024,åé,18.8,28.2,14,11.5,1011.4,7.2,ìå,3.7,0
2024/4/2,âŒ,11661900,20107,2187288,3771,23213,13463300,0.1876,5.5,5.71,84.45,11511,0.9565,1.5707,0.866,0.162,8.91,0.3845,17922,580,2024,âŒ,17.4,21.9,11.7,3.1,1015.5,5.1,ìå,2.7,2
2024/4/3,êÖ,12035700,20751,2539672,4379,23938,13884060,0.211,5.51,5.72,84.5,12283,0.9407,1.5783,0.867,0.183,8.53,0.3707,17710,580,2024,êÖ,20.2,26.8,15.5,1.7,1005.9,12.3,êºìÏêº,4.2,28.5
2024/4/4,ñÿ,11558400,19928,2341050,4036,23704,13748330,0.2025,5.53,5.74,84.31,11735,0.9389,1.5841,0.841,0.17,8.48,0.3707,16897,580,2024,ñÿ,19.4,22.8,17.1,3.3,1009.1,7.6,êº,3.4,0
2024/4/5,ã‡,12210100,21052,1853903,3196,25465,14769680,0.1518,5.48,5.71,84.37,12701,0.9783,1.5962,0.827,0.126,9.45,0.4103,19891,580,2024,ã‡,15.8,17.9,14.7,0,1015,3.2,ìå,1.5,7
2024/4/6,ìy,15003600,25868,2872421,4952,30317,17584020,0.1914,5.49,5.72,84.71,14061,0.9428,1.6388,0.853,0.163,8.53,0.3879,22078,580,2024,ìy,16,16.9,15.1,0,1016.1,4.8,ìåñkìå,2,18.5
2024/4/7,ì˙,16255500,28027,4051109,6985,31872,18485570,0.2492,5.49,5.71,84.48,14210,0.9301,1.6586,0.879,0.219,8.19,0.3552,22964,580,2024,ì˙,17.4,19.2,15.8,0,1014.8,5.1,ñkìå,2.5,7.5
2024/4/8,åé,13662200,23556,3499708,6034,26634,15447850,0.2562,5.51,5.71,84.4,12825,0.9447,1.569,0.884,0.227,8.62,0.4138,20305,580,2024,åé,17.5,18.6,16.4,0,1011.5,2,êºñkêº,1,18
2024/4/10,êÖ,11485500,19803,2344479,4042,23364,13550830,0.2041,5.49,5.7,84.59,11567,0.9498,1.5873,0.848,0.173,8.73,0.3655,17293,580,2024,êÖ,14.4,18.3,9.2,11.6,1022.7,6.5,ìåñkìå,3.2,0
2024/4/11,ñÿ,14208000,24497,2586373,4459,28835,16724070,0.182,5.56,5.79,84.64,13347,0.9483,1.6066,0.85,0.155,8.69,0.3828,21281,580,2024,ñÿ,17.1,19.2,12.4,0,1021.1,7.2,ìåñkìå,4.1,3
2024/4/12,ã‡,11845300,20423,1511193,2606,26132,15156430,0.1276,5.54,5.74,84.58,12441,0.9646,1.6444,0.782,0.1,9.07,0.3707,18524,580,2024,ã‡,17.6,20.3,15.3,1.7,1016.6,5.4,ìåñkìå,2.4,0
2024/4/13,ìy,15788200,27221,3545113,6112,31393,18207990,0.2245,5.53,5.76,84.81,14634,0.9551,1.6509,0.867,0.195,8.83,0.3793,24049,580,2024,ìy,16.7,22.1,13.6,5,1016.2,4.8,ìåìÏìå,2.1,1
2024/4/14,ì˙,15845200,27319,5327347,9185,29941,17365540,0.3362,5.55,5.78,84.75,13923,0.9235,1.6201,0.912,0.307,8.06,0.3897,22023,580,2024,ì˙,17.6,22.8,11.5,4.9,1019,6.7,ìåñkìå,3.6,0
2024/4/15,åé,13230100,22811,2120460,3656,27858,16157540,0.1603,5.52,5.74,84.39,13016,0.9598,1.6344,0.819,0.131,8.95,0.3897,20419,580,2024,åé,19,20.6,16.4,0,1015.6,6.5,ìåìÏìå,3.6,20
2024/4/16,âŒ,13014800,22439,2394772,4129,27318,15844420,0.184,5.51,5.73,84.49,12660,0.946,1.586,0.821,0.151,8.64,0.3966,19387,580,2024,âŒ,20.1,23.2,18.3,3.2,1011.1,5.5,ìåñkìå,2.5,3
2024/4/17,êÖ,12122300,20901,2830087,4879,23948,13889670,0.2335,5.53,5.76,84.46,11989,0.9464,1.5423,0.873,0.204,8.69,0.3983,18168,580,2024,êÖ,19.8,23.4,16.2,4.5,1008.5,5.5,ìåìÏìå,2.3,0
2024/4/18,ñÿ,14072000,24262,3317004,5719,27666,16046000,0.2357,5.57,5.81,84.69,12930,0.9362,1.5531,0.877,0.207,8.44,0.3776,20481,580,2024,ñÿ,18.8,23.6,14.9,6.3,1004.7,5.3,ìåìÏìå,2.4,10
2024/4/19,ã‡,12748800,21981,2001796,3451,26839,15566360,0.157,5.57,5.81,84.69,12929,0.9488,1.6095,0.819,0.129,8.7,0.381,19117,580,2024,ã‡,17.2,22.8,11.3,10.3,1011.4,5.2,ìåìÏìå),2.8,0
2024/4/20,ìy,15595000,26888,2003167,3454,32010,18566000,0.1284,5.59,5.82,84.68,14580,0.9763,1.6997,0.84,0.108,9.36,0.4397,25164,580,2024,ìy,16.9,21.2,11.7,0.7,1011.7,3.9,êºñkêº,1.7,21.5
2024/4/21,ì˙,16413200,28299,3698669,6377,32467,18830710,0.2253,5.59,5.82,84.77,15009,0.9548,1.6738,0.872,0.196,8.8,0.4,24912,580,2024,ì˙,20.1,25.2,17,0.3,1007.6,4.6,ñkìå,1.5,26.5
2024/4/22,åé,15291200,26364,1072605,1849,29485,17101540,0.0701,5.58,5.8,84.49,14191,0.9965,1.5842,0.894,0.063,9.91,0.4069,26129,580,2024,åé,20.6,24.9,18.8,1.9,1008.3,5.5,ìåìÏìå,2,5.5
2024/4/24,êÖ,13853100,23885,2157300,3719,27869,16163920,0.1557,5.78,6.08,85.22,13220,0.9676,1.5997,0.857,0.133,9.17,0.4069,21903,580,2024,êÖ,21.1,27.1,16.6,5,1005,6.4,ìåñkìå,2.4,0
2024/4/25,ñÿ,12560800,21657,781519,1347,26309,15259320,0.0622,5.81,6.1,85.37,13048,1.0026,1.5686,0.823,0.051,10.07,0.4328,21802,580,2024,ñÿ,18.3,22.6,13.8,11.6,1008.9,5.7,ìåìÏìå,3.3,0
2024/4/26,ã‡,13631400,23502,4030658,6949,27305,15836940,0.2957,5.83,6.12,85.19,12228,0.9264,1.5948,0.861,0.255,8.13,0.3362,19112,580,2024,ã‡,18.2,21,15.6,0,1009.6,3.6,ìåñkìå,1.8,1.5
2024/4/27,ìy,15393800,26541,2690947,4640,31551,18299350,0.1748,5.83,6.11,85.26,14373,0.9781,1.6916,0.841,0.147,9.41,0.4431,24966,580,2024,ìy,18.6,20.4,17.1,0,1009.1,4.9,êºñkêº,2,39.5
2024/4/28,ì˙,14925600,25734,1316654,2270,30983,17970160,0.0882,5.83,6.11,85.23,14590,0.9936,1.733,0.831,0.073,9.82,0.4069,25276,580,2024,ì˙,21,24.4,18,2.6,1012.7,4.4,ìå,2.1,0
2024/4/29,åé,14911500,25709,1243991,2145,30665,17785800,0.0834,5.82,6.11,85.34,14553,0.9895,1.7089,0.838,0.07,9.71,0.4534,24971,580,2024,åé,21.1,23.4,19.8,0.2,1006.1,3.9,ìå,1.7,24.5
2024/4/30,âŒ,13971100,24088,-298960,-515,28745,16672300,-0.0214,6.02,6.35,85.72,14086,1.0087,1.6713,0.838,-0.018,10.23,0.4397,24653,580,2024,âŒ,22.7,27.6,19.9,7.3,1002.1,6.2,êºìÏêº,3.4,0
2024/5/1,êÖ,11706300,20183,981320,1692,26143,15163170,0.0838,5.79,6.08,85.11,12683,0.9946,1.6822,0.772,0.065,9.85,0.4345,19883,580,2024,êÖ,19.2,21.5,17.8,0,1004.6,5.8,ñkìå,2.4,16.5
2024/5/2,ñÿ,12478700,21515,524559,904,26431,15329970,0.042,5.78,6.06,85.39,13016,1.0035,1.6474,0.814,0.034,10.09,0.4534,21717,580,2024,ñÿ,18,20.4,16.1,2.6,1013.6,5.1,ìå,2.8,0
2024/5/3,ã‡,13360100,23035,1196168,2062,28838,16726040,0.0895,5.73,5.98,85.44,13927,0.9877,1.7335,0.799,0.072,9.66,0.4259,22256,580,2024,ã‡,19.8,24.1,14.9,7.3,1016.3,6.7,ìå,3.4,0
2024/5/4,ìy,14376400,24787,1343814,2317,29999,17399230,0.0935,5.73,6,85.36,14062,0.9813,1.7127,0.826,0.077,9.49,0.3897,23520,580,2024,ìy,19.8,23.6,17.7,0.2,1017.5,6.5,ìå,3.1,6
2024/5/5,ì˙,14354900,24750,3157170,5443,29666,17206440,0.2199,5.69,5.94,85.32,13747,0.962,1.6895,0.834,0.183,8.98,0.4052,22227,580,2024,ì˙,20.9,24.7,16,2.3,1017.7,7.2,ìåìÏìå,3.7,0
2024/5/6,åé,14196500,24477,1925476,3320,29715,17234480,0.1356,5.68,5.94,85.29,14486,0.9796,1.7431,0.824,0.112,9.43,0.4172,23092,580,2024,åé,21.3,22.8,19.8,0,1010.8,5.4,ìÏìÏìå,2.8,76.5
2024/5/7,âŒ,14431200,24881,2346430,4046,27982,16229310,0.1626,5.65,5.9,85.24,13587,0.9748,1.5819,0.889,0.145,9.37,0.4397,23310,580,2024,âŒ,21,24.9,17.3,3.1,1009.1,9.3,êº,4.7,0
2024/5/8,êÖ,11593500,19989,335583,579,24510,14215620,0.0289,5.76,6,85.44,12197,1.0032,1.643,0.816,0.024,10.09,0.4259,20160,580,2024,êÖ,17.6,24.5,13.3,7.9,1010.2,6.9,ìåñkìå,3.6,11
2024/5/10,ã‡,11739700,20241,2097444,3616,23649,13716520,0.1787,5.69,5.93,84.8,11873,0.965,1.5995,0.856,0.153,9.1,0.3931,18426,580,2024,ã‡,18.3,24.1,11.7,11.5,1019.6,6.7,ìåìÏìå,3,0
2024/5/11,ìy,13000800,22415,954306,1645,27426,15906930,0.0734,5.71,5.96,85.34,13529,1.0151,1.6848,0.817,0.06,10.41,0.4793,23336,580,2024,ìy,20.1,24.6,14.1,8.6,1018.3,6.9,ìÏìå,3.4,0
2024/5/12,ì˙,14178300,24445,3689209,6361,29110,16884030,0.2602,5.69,5.95,85.07,13414,0.9309,1.6911,0.84,0.219,8.16,0.3862,19952,580,2024,ì˙,20.1,21.5,18.5,0,1010.4,4.7,ìÏêº,1.9,26.5
2024/5/13,åé,10298600,17756,2421711,4175,22728,13181950,0.2351,5.68,5.93,85.03,10810,0.941,1.6046,0.781,0.184,8.48,0.3603,15059,580,2024,åé,20.5,23.8,15.9,1.9,1007.7,6.7,ñkìå,2.8,1
2024/5/14,âŒ,9099700,15689,1405996,2424,20234,11735560,0.1545,5.7,5.92,84.98,10159,0.9875,1.6526,0.775,0.12,9.66,0.381,15163,580,2024,âŒ,18.4,23.5,12.2,13.2,1013.9,4.7,ìåìÏìå,2.6,0
2024/5/15,êÖ,9051300,15606,856369,1476,19514,11318120,0.0946,5.67,5.91,85.39,10046,0.9977,1.5875,0.8,0.076,9.94,0.4052,15512,580,2024,êÖ,19.8,26,15.1,5,1011.3,6.9,êº,2.6,0
2024/5/16,ñÿ,10876200,18752,1758951,3033,22103,12819940,0.1617,5.69,5.94,85.18,11217,0.9716,1.5922,0.848,0.137,9.28,0.3845,17398,580,2024,ñÿ,19.7,25.8,15,13.2,1010,13,êº,7.7,0
2024/5/17,ã‡,10046800,17322,1774600,3060,21439,12434800,0.1766,5.65,5.89,85.32,10818,0.9536,1.5878,0.808,0.143,8.82,0.3793,15286,580,2024,ã‡,19.8,25.6,14.7,12.8,1015.9,6.3,êº,3.5,0
2024/5/18,ìy,11581700,19968,1519882,2620,25443,14756680,0.1312,5.64,5.89,85.22,12388,0.9914,1.7007,0.785,0.103,9.77,0.3966,19500,580,2024,ìy,19.7,24.7,12.2,11,1016.7,4.2,ìåñkìå,2.6,0
2024/5/19,ì˙,13498500,23273,523260,902,28307,16418080,0.0388,5.68,5.94,85.17,13836,0.9984,1.6891,0.822,0.032,9.96,0.4328,23172,580,2024,ì˙,18.6,20.8,15.2,0.4,1014.2,8,ñkñkìå,3.3,1.5
2024/5/20,åé,10010200,17259,2366930,4081,20994,12176450,0.2365,5.66,5.91,85.03,10523,0.9497,1.5713,0.822,0.194,8.74,0.3534,15078,580,2024,åé,20,26.5,13.2,9.3,1012.8,4.2,êºñkêº,2.6,0
2024/5/21,âŒ,14459000,24929,2191325,3778,28597,16586310,0.1516,5.76,6.05,85.11,13818,0.9766,1.6107,0.872,0.132,9.4,0.4448,23431,580,2024,âŒ,21.9,29.2,17.2,6,1015.1,5.4,ìåñkìå,2.5,0
2024/5/23,ñÿ,10560600,18208,429162,740,22731,13183710,0.0406,5.72,5.98,84.77,11681,0.9881,1.617,0.801,0.033,9.69,0.4276,17645,580,2024,ñÿ,19.7,21,18.4,0,1010,5.7,ñkìå,3.1,8
2024/5/24,ã‡,11231400,19364,1546763,2667,24017,13930060,0.1377,5.71,5.97,84.72,11549,0.9698,1.6224,0.806,0.111,9.21,0.4086,17842,580,2024,ã‡,22.4,27.3,18.8,2.8,1009,4.5,ìåìÏìå,1.9,11
2024/5/25,ìy,13469400,23223,1441377,2485,27624,16022050,0.107,5.72,5.99,85.25,13823,0.992,1.7047,0.841,0.09,9.78,0.4379,22721,580,2024,ìy,22.3,26.7,18.2,12.2,1012.4,5.1,ìå,2.6,0
2024/5/26,ì˙,13829400,23844,2008179,3462,28414,16480080,0.1452,5.71,5.99,85.27,13534,0.9722,1.7095,0.839,0.122,9.25,0.4034,22047,580,2024,ì˙,22.2,26,17.8,5.5,1011.6,5.9,ìåìÏìå,2.9,0
2024/5/27,åé,9410800,16226,-135840,-234,21228,12312500,-0.0144,5.67,5.91,84.81,11337,1.0222,1.663,0.764,-0.011,10.6,0.4293,17196,580,2024,åé,24.4,30.1,20.5,1.8,1003.4,6.9,ìÏêº,2.7,47
2024/5/28,âŒ,11030200,19018,1874175,3231,23157,13430860,0.1699,5.68,5.93,85,11652,0.9637,1.6214,0.821,0.14,9.06,0.3759,17231,580,2024,âŒ,22.4,25.5,20.2,1.6,997.8,7.7,ñkìå,2.6,81.5
2024/5/29,êÖ,8864300,15283,1094004,1886,19089,11071630,0.1234,5.66,5.91,84.6,10448,0.9845,1.6109,0.801,0.099,9.6,0.3724,14673,580,2024,êÖ,20.6,25.9,15.4,12.1,1009.6,6.6,ìåìÏìå,3,0
2024/5/30,ñÿ,10365000,17871,2095215,3612,20199,11715480,0.2021,5.68,5.93,85.11,10691,0.9702,1.5731,0.885,0.179,9.25,0.3983,16539,580,2024,ñÿ,19.9,25.1,14.3,2.5,1010.9,4.9,ìåñkìå,2.2,1
2024/5/31,ã‡,11020700,19001,1590346,2742,22437,13013570,0.1443,5.66,5.92,85.06,11304,0.97,1.6033,0.847,0.122,9.23,0.3828,17535,580,2024,ã‡,20.1,21.6,19.1,0,1007.6,4,ìå,1.7,16
2024/6/1,ìy,12222100,21073,1812110,3124,25882,15011450,0.1483,5.69,5.95,84.78,12708,0.9809,1.6547,0.814,0.121,9.49,0.419,20008,580,2024,ìy,21.9,26.5,17.2,10.9,1007.8,5.5,ìÏìå,3.1,0
2024/6/2,ì˙,12861300,22175,1857280,3202,25769,14946160,0.1444,5.62,5.86,84.95,12779,0.9765,1.6733,0.861,0.124,9.38,0.4293,20790,580,2024,ì˙,21.8,25.6,17.2,9.7,1006,6.9,êº,3,0
2024/6/3,åé,9922400,17108,1903153,3281,20645,11974340,0.1918,5.61,5.83,84.64,10394,0.9475,1.5704,0.829,0.159,8.68,0.3621,14853,580,2024,åé,21.3,24.9,18.8,8.3,1006.7,5.6,ìå,2.6,0
2024/6/4,âŒ,14978900,25826,2301262,3968,28900,16761760,0.1536,5.72,6,85.31,14335,0.9597,1.5892,0.894,0.137,9,0.4017,23238,580,2024,âŒ,21.3,25.4,17,8.7,1010.7,6.4,ìåñkìå,3,0
2024/6/6,ñÿ,10418000,17962,1499859,2586,20979,12168090,0.144,5.68,5.94,85.16,11036,0.964,1.5358,0.856,0.123,9.12,0.3741,16382,580,2024,ñÿ,20.2,23.7,18.2,0,1015.9,6.1,ñkìå,2.1,11.5
2024/6/7,ã‡,11288300,19463,2706875,4667,22449,13020270,0.2398,5.67,5.91,85.23,11325,0.9356,1.5758,0.867,0.208,8.41,0.331,16375,580,2024,ã‡,21.2,25.4,17.4,4.5,1013.5,6.5,ñkìå,2.7,0.5
2024/6/8,ìy,12989400,22396,1078510,1860,27414,15900190,0.083,5.72,5.98,85.27,13642,0.979,1.6859,0.817,0.068,9.44,0.4069,21145,580,2024,ìy,21.9,24.5,19,0.5,1011,5.9,ìåìÏìå,2.8,23
2024/6/9,ì˙,12367000,21322,1310060,2259,26373,15296420,0.1059,5.69,5.96,85.08,13301,0.9876,1.6839,0.808,0.086,9.67,0.419,20618,580,2024,ì˙,22,25.7,20.6,0.1,1004.8,5.3,ñkñkìå,2.4,28
2024/6/10,åé,10892100,18779,3056458,5270,21068,12219190,0.2806,5.59,5.83,84.77,10757,0.9198,1.5379,0.891,0.25,8.06,0.3483,15134,580,2024,åé,22.8,26,20.2,1.6,1008,5.2,ìåìÏìå,2.1,0
2024/6/11,âŒ,9078700,15653,951072,1640,19067,11058850,0.1048,5.61,5.85,84.97,10154,0.9591,1.5601,0.821,0.086,8.99,0.3845,14068,580,2024,âŒ,23.2,27.6,19.6,4.5,1007.9,5.3,ìå,2.5,0
2024/6/12,êÖ,8538700,14722,1292953,2229,17594,10204530,0.1514,5.6,5.85,85.08,9710,0.9528,1.5299,0.837,0.127,8.86,0.35,13041,580,2024,êÖ,22.7,24.9,21.3,0.6,1005.1,6.4,ìåñkìå,2.9,1
2024/6/13,ñÿ,8951900,15434,2623476,4523,17693,10261670,0.2931,5.63,5.85,84.6,9139,0.938,1.544,0.872,0.256,8.48,0.3276,13081,580,2024,ñÿ,24.5,28.4,21.6,10.8,1003.4,5.1,ñkìå,3,0
2024/6/14,ã‡,10135600,17475,2253172,3885,21175,12281580,0.2223,5.58,5.81,84.43,10740,0.9437,1.5633,0.825,0.183,8.6,0.3655,15032,580,2024,ã‡,24.3,28.9,19.1,10.7,1005.8,5.6,ìå,3,0
2024/6/15,ìy,14162700,24418,3302926,5695,28300,16414150,0.2332,5.71,5.98,85.1,13444,0.9534,1.649,0.863,0.201,8.79,0.4103,21462,580,2024,ìy,23.6,25,22.4,0,1002.5,5.2,ìå,2.4,7.5
2024/6/16,ì˙,12684500,21870,1214572,2094,25706,14909330,0.0958,5.7,5.97,84.92,12993,0.9902,1.6527,0.851,0.081,9.74,0.4155,21305,580,2024,ì˙,26.8,33.2,21,9.7,1004.4,7,êº,3.5,0
2024/6/17,åé,11473100,19781,1379404,2378,23817,13814020,0.1202,5.62,5.88,84.98,12346,0.9682,1.6032,0.831,0.1,9.19,0.3759,18177,580,2024,åé,21.9,24.4,19.9,0,1007.3,4.4,êº,1.7,89
2024/6/18,âŒ,14028700,24187,1425320,2457,28819,16715130,0.1016,5.78,6.09,85.1,13885,0.9753,1.6004,0.839,0.085,9.37,0.3983,22664,580,2024,âŒ,23.1,27.8,19.8,4.4,1002.5,5.4,ìåñkìå,1.9,25.5
2024/6/19,êÖ,10291400,17744,1725560,2975,21762,12621810,0.1677,5.66,5.95,84.82,11396,0.9609,1.64,0.815,0.137,8.99,0.3828,15947,580,2024,êÖ,24.8,29.4,20,7.1,1008.5,4.3,ìåìÏìå,2.2,0
2024/6/20,ñÿ,10639800,18344,1697398,2927,22680,13154160,0.1595,5.66,5.92,84.67,11420,0.9671,1.5979,0.809,0.129,9.16,0.3931,16804,580,2024,ñÿ,20.9,24.3,18.6,0,1006.9,4.9,ñkìå,2,144
2024/6/21,ã‡,13794700,23784,1385484,2389,29176,16922100,0.1004,5.74,6.03,85.01,14322,0.9849,1.6916,0.815,0.082,9.6,0.4052,22824,580,2024,ã‡,25.3,30.1,20.3,9.5,1001.5,8.1,êºìÏêº,3.4,21.5
2024/6/22,ìy,13180500,22725,744640,1284,27428,15908020,0.0565,5.74,6.03,84.86,13652,0.998,1.7099,0.829,0.047,9.94,0.4362,22599,580,2024,ìy,26.2,31.4,22.6,1.2,1004.1,8.1,êºìÏêº,3,40
2024/6/23,ì˙,11556200,19924,2092219,3607,23017,13350100,0.181,5.62,5.86,84.74,11912,0.9612,1.6106,0.866,0.157,9.01,0.3759,17952,580,2024,ì˙,29.2,32.6,27.4,0.6,1002.1,10.1,êºìÏêº,7,0.5
2024/6/24,åé,10705300,18457,1077902,1858,21775,12629280,0.1007,5.61,5.86,84.64,11425,0.9746,1.5927,0.848,0.085,9.36,0.4138,17272,580,2024,åé,26.4,29.2,24.4,0.1,1005.8,6.1,ìÏêº,3.3,65
2024/6/25,âŒ,11002000,18969,2156577,3718,22580,13096590,0.196,5.61,5.86,84.98,11121,0.9504,1.6168,0.84,0.165,8.73,0.3707,16569,580,2024,âŒ,25.7,30.1,22.5,1.3,1009.7,6.7,êºìÏêº,3.5,18
2024/6/26,êÖ,11642400,20073,2517252,4340,23851,13833470,0.2162,5.59,5.85,84.51,12062,0.949,1.5953,0.842,0.182,8.71,0.3672,17484,580,2024,êÖ,24,28.4,22.1,1.2,1013.8,4.9,ìåìÏìå,1.9,6.5
2024/6/27,ñÿ,12345500,21285,2829938,4879,24447,14179040,0.2292,5.61,5.88,84.62,12029,0.9536,1.5625,0.871,0.2,8.85,0.3897,18830,580,2024,ñÿ,23.6,26.7,22.3,0.3,1012.8,4.2,êº,1.4,62.5
2024/6/28,ã‡,14585200,25147,2447182,4219,29178,16923320,0.1678,5.71,5.99,85.1,13903,0.9516,1.6984,0.862,0.145,8.72,0.3983,21917,580,2024,ã‡,24.7,27.7,22.6,0.1,1008.3,6.1,êºìÏêº,2.6,42
2024/6/29,ìy,13519300,23309,1273911,2196,27717,16075670,0.0942,5.7,5.97,85.14,13762,0.9837,1.6837,0.841,0.079,9.57,0.4328,22301,580,2024,ìy,25.5,27.7,23.7,0,1010,6,êº,2.1,6
2024/6/30,ì˙,10436700,17994,2588477,4463,22066,12798110,0.248,5.6,5.85,84.41,10788,0.9503,1.6037,0.815,0.202,8.74,0.3724,15718,580,2024,ì˙,28.3,33.3,23.4,4.5,1006.6,8.7,êºìÏêº,4.1,0
2024/7/1,åé,9757600,16823,755003,1302,20038,11621760,0.0774,5.63,5.88,85,10691,0.9785,1.598,0.84,0.065,9.46,0.381,15907,580,2024,åé,28.8,31.9,26.1,2.7,1005.4,8.8,êºìÏêº,4.9,3.5
2024/7/2,âŒ,9954100,17162,2459210,4240,20242,11740640,0.2471,5.59,5.86,84.68,10149,0.939,1.5631,0.848,0.209,8.49,0.3517,14577,580,2024,âŒ,30.4,35.5,25.5,12.5,1009.4,8,êºìÏêº,4.1,0
2024/7/3,êÖ,10327500,17806,1710130,2949,20393,11828060,0.1656,5.6,5.85,84.53,10603,0.9467,1.5237,0.873,0.145,8.71,0.3638,15512,580,2024,êÖ,30.9,36.2,25.2,12.4,1012.7,7.1,êº,4.5,0
2024/7/4,ñÿ,9838400,16963,1519052,2619,20619,11959200,0.1544,5.62,5.87,84.54,10720,0.9849,1.5946,0.823,0.127,9.61,0.3845,16303,580,2024,ñÿ,31.1,36.6,27.4,13.7,1010,8.3,êº,5.5,0
2024/7/5,ã‡,13033800,22472,2481664,4279,27349,15862280,0.1904,5.65,5.93,84.6,13095,0.9435,1.6314,0.822,0.156,8.55,0.3828,19222,580,2024,ã‡,30.9,35.6,27.1,10.8,1007.7,8.6,êº,5.1,0
2024/7/6,ìy,14215200,24509,1785598,3079,28743,16670790,0.1256,5.67,5.94,84.98,13901,0.9702,1.7232,0.853,0.107,9.19,0.4155,22532,580,2024,ìy,31.5,36.9,27.5,13.7,1008.9,8.2,êº,5.5,0
2024/7/7,ì˙,10305600,17768,1807607,3117,22135,12838440,0.1754,5.6,5.84,84.32,11058,0.9484,1.5947,0.803,0.141,8.69,0.3638,15447,580,2024,ì˙,31.3,36.6,27.2,12.2,1008.9,8.2,êºìÏêº,5,0
2024/7/8,åé,17052100,29400,905003,1560,31508,18274670,0.0531,5.73,6.04,85.32,15257,0.9953,1.6033,0.933,0.05,9.88,0.4362,29053,580,2024,åé,31.4,36.3,27.2,10.5,1007.8,7.6,êºìÏêº,4.6,0
2024/7/9,âŒ,11291900,19469,1442218,2487,22664,13144850,0.1277,5.63,5.9,84.85,11822,0.9723,1.59,0.859,0.11,9.3,0.4155,18113,580,2024,âŒ,31.2,35.8,27.3,10.3,1007.9,8.7,êº,4.5,0
2024/7/11,ñÿ,11081700,19106,1346462,2321,22641,13131760,0.1215,5.62,5.88,84.99,11711,0.9751,1.6003,0.844,0.103,9.37,0.3897,17897,580,2024,ñÿ,27.6,30,24,0.2,1001.9,8.5,êºìÏêº,3.9,13
2024/7/12,ã‡,15903300,27419,3762902,6488,29786,17275960,0.2366,5.62,5.87,84.88,14634,0.9425,1.6419,0.921,0.218,8.53,0.4052,23393,580,2024,ã‡,25.5,28.9,23.4,0.1,1001.6,5.7,êº,2.3,49
2024/7/13,ìy,15141000,26105,3415309,5888,29677,17212570,0.2256,5.62,5.88,84.98,14209,0.955,1.7098,0.88,0.198,8.8,0.3931,22974,580,2024,ìy,25.4,29,23.5,0,1006,6.3,êºìÏêº,2.2,15.5
2024/7/14,ì˙,15111700,26055,3436791,5926,29409,17057240,0.2274,5.64,5.9,84.77,14474,0.9482,1.6708,0.886,0.201,8.65,0.3931,22542,580,2024,ì˙,25.5,28.4,23.9,0.5,1011.2,5,êº,1.8,31.5
2024/7/15,åé,9832600,16953,2228448,3842,20512,11897190,0.2266,5.64,5.88,84.6,10573,0.9405,1.5649,0.826,0.187,8.53,0.3293,14455,580,2024,åé,25,26.3,23.7,0,1012.3,5.1,êº,2.6,7.5
2024/7/16,âŒ,9579800,16517,1198473,2066,19432,11270500,0.1251,5.63,5.89,84.83,10672,0.9823,1.6159,0.85,0.106,9.55,0.3845,15769,580,2024,âŒ,26.7,32.6,23.2,10.1,1012.9,5,ìåìÏìå,2.5,13.5
