É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2025/06/04 17:48:18

,,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË
2024/7/28,ì˙,30.3,8,1,34.7,8,1,25.5,8,1,13.0,0,8,1,1014.0,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.4,8,1,0,1,8,1
2024/7/29,åé,30.3,8,1,35.4,8,1,26.9,8,1,13.2,0,8,1,1009.2,8,1,,0,1,5.6,8,ìåìÏìå,8,1,3.1,8,1,0,1,8,1
2024/7/30,âŒ,31.1,8,1,38.2,8,1,26.1,8,1,13.4,0,8,1,1005.7,8,1,,0,1,6.7,8,êº,8,1,3.4,8,1,0,1,8,1
2024/7/31,êÖ,29.8,8,1,34.4,8,1,26.3,8,1,13.3,0,8,1,1005.8,8,1,,0,1,6.6,8,ìåìÏìå,8,1,3.1,8,1,0,1,8,1
2024/8/1,ñÿ,30.0,8,1,33.6,8,1,26.7,8,1,13.0,0,8,1,1004.8,8,1,,0,1,5.2,8,ìåìÏìå,8,1,2.6,8,1,0,1,8,1
2024/8/2,ã‡,30.2,8,1,33.9,8,1,27.2,8,1,10.0,0,8,1,1004.8,8,1,,0,1,6.5,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2024/8/3,ìy,30.4,8,1,33.6,8,1,27.4,8,1,11.1,0,8,1,1006.2,8,1,,0,1,4.5,8,ñkêº,8,1,2.7,8,1,0,1,8,1
2024/8/4,ì˙,30.6,8,1,35.2,8,1,27.0,8,1,10.5,0,8,1,1006.2,8,1,,0,1,4.9,8,ìåìÏìå,8,1,2.3,8,1,0,1,8,1
2024/8/5,åé,30.1,8,1,34.3,8,1,26.0,8,1,12.0,0,8,1,1005.6,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.5,8,1,0,1,8,1
2024/8/6,âŒ,29.7,8,1,34.1,8,1,26.2,8,1,10.0,0,8,1,1004.8,8,1,,0,1,6.4,8,ìåìÏìå,8,1,2.4,8,1,0,1,8,1
2024/8/7,êÖ,29.8,8,1,33.9,8,1,26.5,8,1,12.1,0,8,1,1003.4,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.8,8,1,0,1,8,1
2024/8/8,ñÿ,30.0,8,1,34.5,8,1,27.0,8,1,8.6,0,8,1,1002.4,8,1,,0,1,5.6,8,ìå,8,1,3.2,8,1,0.0,0,8,1
2024/8/9,ã‡,29.7,8,1,34.9,8,1,25.9,8,1,10.1,0,8,1,1001.5,8,1,,0,1,6.0,8,ìåìÏìå,8,1,3.2,8,1,0.0,0,8,1
2024/8/10,ìy,29.8,8,1,33.8,8,1,25.6,8,1,10.8,0,8,1,1000.7,8,1,,0,1,5.6,8,ìåìÏìå,8,1,3.1,8,1,0,1,8,1
2024/8/11,ì˙,30.1,8,1,34.4,8,1,25.8,8,1,11.5,0,8,1,1000.2,8,1,,0,1,6.1,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2024/8/12,åé,29.8,8,1,33.6,8,1,26.3,8,1,9.0,0,8,1,1001.4,8,1,,0,1,6.1,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2024/8/13,âŒ,29.5,8,1,34.0,8,1,25.6,8,1,11.5,0,8,1,1004.5,8,1,,0,1,5.3,8,ìå,8,1,2.7,8,1,0,1,8,1
2024/8/14,êÖ,29.4,8,1,33.6,8,1,24.8,8,1,11.3,0,8,1,1005.4,8,1,,0,1,5.8,8,ìå,8,1,2.9,8,1,0,1,8,1
2024/8/15,ñÿ,29.8,8,1,35.1,8,1,25.2,8,1,12.5,0,8,1,1004.7,8,1,,0,1,5.0,8,ìåìÏìå,8,1,2.7,8,1,0,1,8,1
2024/8/16,ã‡,30.8,8,1,35.8,8,1,26.4,8,1,10.0,0,8,1,1004.7,8,1,,0,1,5.3,8,ìÏìå,8,1,2.8,8,1,0,1,8,1
2024/8/17,ìy,29.5,8,1,34.8,8,1,26.3,8,1,7.6,0,8,1,1006.9,8,1,,0,1,5.6,8,ìåìÏìå,8,1,2.9,8,1,0.0,0,8,1
2024/8/18,ì˙,29.4,8,1,34.0,8,1,25.4,8,1,8.2,0,8,1,1007.8,8,1,,0,1,5.8,8,ìå,8,1,3.2,8,1,0.5,0,8,1
2024/8/19,åé,27.0,8,1,30.6,8,1,25.3,8,1,0.0,0,8,1,1008.9,8,1,,0,1,4.7,8,ìÏ,8,1,2.2,8,1,111.5,0,8,1
2024/8/20,âŒ,29.0,8,1,33.6,8,1,25.1,8,1,10.2,0,8,1,1011.8,8,1,,0,1,6.8,8,ìÏìå,8,1,2.7,8,1,0.0,0,8,1
2024/8/21,êÖ,29.3,8,1,32.9,8,1,25.6,8,1,8.9,0,8,1,1011.1,8,1,,0,1,6.5,8,ìÏìå,8,1,2.8,8,1,0,1,8,1
2024/8/22,ñÿ,29.5,8,1,33.0,8,1,25.7,8,1,9.6,0,8,1,1009.3,8,1,,0,1,6.5,8,ìÏìå,8,1,3.0,8,1,0,1,8,1
2024/8/23,ã‡,29.2,8,1,33.4,8,1,25.4,8,1,9.6,0,8,1,1009.4,8,1,,0,1,6.9,8,ìÏìå,8,1,2.7,8,1,0,1,8,1
2024/8/24,ìy,29.3,8,1,33.5,8,1,25.9,8,1,10.8,0,8,1,1009.7,8,1,,0,1,6.0,8,ìåìÏìå,8,1,2.8,8,1,0,1,8,1
2024/8/25,ì˙,29.2,8,1,33.3,8,1,25.2,8,1,11.9,0,8,1,1008.0,8,1,,0,1,5.3,8,ìå,8,1,2.6,8,1,0.0,0,8,1
2024/8/26,åé,27.6,8,1,32.5,8,1,24.6,8,1,7.0,0,8,1,1005.1,8,1,,0,1,8.4,8,ñkìå,8,1,3.8,8,1,41.5,0,8,1
2024/8/27,âŒ,28.4,8,1,31.8,8,1,25.0,8,1,6.4,0,8,1,1002.7,8,1,,0,1,10.8,8,ìåìÏìå,8,1,5.2,8,1,27.0,0,8,1
2024/8/28,êÖ,26.8,8,1,28.2,8,1,23.8,8,1,0.0,0,8,1,999.9,8,1,,0,1,16.8,8,ìåìÏìå,8,1,8.5,8,1,214.0,0,8,1
2024/8/29,ñÿ,27.5,8,1,29.2,8,1,26.2,8,1,0.0,0,8,1,990.6,8,1,,0,1,16.3,8,ìåìÏìå,8,1,8.4,8,1,74.5,0,8,1
2024/8/30,ã‡,28.0,8,1,31.0,8,1,26.7,8,1,0.8,0,8,1,995.5,8,1,,0,1,10.9,8,êº,8,1,7.0,8,1,5.0,0,8,1
2024/8/31,ìy,29.9,8,1,35.9,8,1,25.4,8,1,11.1,0,8,1,1001.9,8,1,,0,1,8.6,8,êºìÏêº,8,1,4.8,8,1,0,1,8,1
2024/9/1,ì˙,27.6,8,1,32.4,8,1,23.9,8,1,10.9,0,8,1,1005.1,8,1,,0,1,6.5,8,ìå,8,1,2.8,8,1,0,1,8,1
2024/9/2,åé,27.4,8,1,31.6,8,1,23.2,8,1,10.0,0,8,1,1007.3,8,1,,0,1,5.9,8,ìÏìå,8,1,2.4,8,1,0,1,8,1
2024/9/3,âŒ,27.3,8,1,31.3,8,1,24.5,8,1,5.8,0,8,1,1008.0,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.4,8,1,0,1,8,1
2024/9/4,êÖ,26.7,8,1,30.6,8,1,23.0,8,1,10.8,0,8,1,1007.2,8,1,,0,1,4.5,8,ìå,8,1,2.5,8,1,0,1,8,1
2024/9/5,ñÿ,26.6,8,1,31.0,8,1,22.4,8,1,9.8,0,8,1,1007.4,8,1,,0,1,6.4,8,ìå,8,1,2.9,8,1,0,1,8,1
2024/9/6,ã‡,27.0,8,1,31.1,8,1,22.6,8,1,11.6,0,8,1,1010.2,8,1,,0,1,4.4,8,ìåìÏìå,8,1,2.5,8,1,0,1,8,1
2024/9/7,ìy,27.2,8,1,31.7,8,1,23.2,8,1,11.2,0,8,1,1012.5,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.5,8,1,0,1,8,1
2024/9/8,ì˙,27.3,8,1,31.7,8,1,23.4,8,1,12.1,0,8,1,1011.5,8,1,,0,1,5.3,8,ìå,8,1,2.7,8,1,0,1,8,1
2024/9/9,åé,26.7,8,1,31.5,8,1,21.4,8,1,8.5,0,8,1,1010.5,8,1,,0,1,7.6,8,ñkìå,8,1,4.4,8,1,8.0,0,8,1
2024/9/10,âŒ,27.8,8,1,31.2,8,1,25.8,8,1,2.7,0,8,1,1011.8,8,1,,0,1,6.8,8,ìåñkìå,8,1,3.7,8,1,7.5,0,8,1
2024/9/11,êÖ,28.6,8,1,31.8,8,1,26.2,8,1,5.1,0,8,1,1015.1,8,1,,0,1,5.4,8,ìå,8,1,2.9,8,1,7.5,0,8,1
2024/9/12,ñÿ,28.0,8,1,32.3,8,1,24.6,8,1,10.1,0,8,1,1013.4,8,1,,0,1,5.3,8,ìå,8,1,2.6,8,1,0,1,8,1
2024/9/13,ã‡,27.9,8,1,31.7,8,1,24.1,8,1,8.0,0,8,1,1008.2,8,1,,0,1,7.0,8,ñkìå,8,1,3.5,8,1,0.0,0,8,1
2024/9/14,ìy,28.0,8,1,31.5,8,1,26.0,8,1,2.6,0,8,1,1004.3,8,1,,0,1,8.6,8,ìåñkìå,8,1,5.1,8,1,15.0,0,8,1
2024/9/15,ì˙,28.5,8,1,30.8,8,1,25.7,8,1,2.8,0,8,1,1006.9,8,1,,0,1,7.1,8,ìå,8,1,4.2,8,1,25.0,0,8,1
2024/9/16,åé,29.0,8,1,32.2,8,1,27.3,8,1,6.6,0,8,1,1012.6,8,1,,0,1,5.9,8,ìå,8,1,3.3,8,1,2.5,0,8,1
2024/9/17,âŒ,28.1,8,1,31.8,8,1,25.5,8,1,6.9,0,8,1,1013.3,8,1,,0,1,6.2,8,ìåñkìå,8,1,3.1,8,1,1.0,0,8,1
2024/9/18,êÖ,28.2,8,1,32.3,8,1,24.8,8,1,4.0,0,8,1,1013.4,8,1,,0,1,6.2,8,ìåñkìå,8,1,3.4,8,1,17.0,0,8,1
2024/9/19,ñÿ,29.5,8,1,32.3,8,1,28.2,8,1,6.5,0,8,1,1014.1,8,1,,0,1,7.6,8,ìåìÏìå,8,1,4.8,8,1,1.5,0,8,1
2024/9/20,ã‡,28.8,8,1,32.3,8,1,25.8,8,1,7.7,0,8,1,1012.9,8,1,,0,1,7.0,8,ìÏìå,8,1,2.9,8,1,18.0,0,8,1
2024/9/21,ìy,28.5,8,1,33.2,8,1,24.2,8,1,6.3,0,8,1,1008.7,8,1,,0,1,4.9,8,êº,8,1,2.2,8,1,0.0,0,8,1
2024/9/22,ì˙,26.4,8,1,29.7,8,1,24.5,8,1,0.0,0,8,1,1006.3,8,1,,0,1,6.7,8,ìÏìÏêº,8,1,2.2,8,1,118.0,0,8,1
2024/9/23,åé,24.2,8,1,27.6,8,1,20.9,8,1,0.3,0,8,1,1010.5,8,1,,0,1,6.0,8,ñkìå,8,1,3.1,8,1,2.0,0,8,1
2024/9/24,âŒ,23.9,8,1,29.2,8,1,20.2,8,1,5.6,0,8,1,1011.5,8,1,,0,1,6.8,8,ñkñkìå,8,1,3.6,8,1,65.0,0,8,1
2024/9/25,êÖ,26.1,8,1,29.8,8,1,23.2,8,1,2.3,0,8,1,1011.0,8,1,,0,1,8.0,8,ìå,8,1,4.5,8,1,12.5,0,8,1
2024/9/26,ñÿ,25.0,8,1,29.1,8,1,20.8,8,1,11.2,0,8,1,1009.6,8,1,,0,1,7.1,8,ìåñkìå,8,1,3.2,8,1,0,1,8,1
2024/9/27,ã‡,25.9,8,1,31.3,8,1,20.5,8,1,8.9,0,8,1,1007.9,8,1,,0,1,5.6,8,ìå,8,1,2.8,8,1,0,1,8,1
2024/9/28,ìy,26.3,8,1,29.3,8,1,23.6,8,1,1.7,0,8,1,1011.3,8,1,,0,1,5.0,8,ìåñkìå,8,1,2.4,8,1,0,1,8,1
2024/9/29,ì˙,25.3,8,1,29.8,8,1,22.8,8,1,4.9,0,8,1,1014.3,8,1,,0,1,7.7,8,ìå,8,1,2.4,8,1,0.0,0,8,1
2024/9/30,åé,25.0,8,1,29.3,8,1,21.8,8,1,5.0,0,8,1,1012.6,8,1,,0,1,6.3,8,ñkìå,8,1,2.7,8,1,9.5,0,8,1
2024/10/1,âŒ,26.3,8,1,33.3,8,1,21.2,8,1,10.8,0,8,1,1008.9,8,1,,0,1,5.6,8,êº,8,1,2.8,8,1,0,1,8,1
2024/10/2,êÖ,24.1,8,1,29.0,8,1,21.4,8,1,1.1,0,8,1,1009.3,8,1,,0,1,6.4,8,ñkìå,8,1,2.5,8,1,18.5,0,8,1
2024/10/3,ñÿ,23.5,8,1,26.5,8,1,20.9,8,1,0.1,0,8,1,1012.7,8,1,,0,1,3.8,8,ìåìÏìå,8,1,1.6,8,1,14.0,0,8,1
2024/10/4,ã‡,21.9,8,1,23.7,8,1,20.4,8,1,0.0,0,8,1,1017.1,8,1,,0,1,5.7,8,ñkìå,8,1,1.9,8,1,20.0,0,8,1
2024/10/5,ìy,23.0,8,1,26.5,8,1,19.7,8,1,0.1,0,8,1,1017.5,8,1,,0,1,4.2,8,ìåñkìå,8,1,2.1,8,1,2.5,0,8,1
2024/10/6,ì˙,24.8,8,1,29.2,8,1,22.8,8,1,2.7,0,8,1,1015.6,8,1,,0,1,4.2,8,ìå,8,1,1.9,8,1,4.0,0,8,1
2024/10/7,åé,25.1,8,1,28.8,8,1,22.4,8,1,3.6,0,8,1,1011.3,8,1,,0,1,4.7,8,êºñkêº,8,1,2.2,8,1,5.5,0,8,1
2024/10/8,âŒ,23.4,8,1,27.9,8,1,20.4,8,1,2.2,0,8,1,1008.7,8,1,,0,1,6.0,8,ìåìÏìå,8,1,2.4,8,1,10.0,0,8,1
2024/10/9,êÖ,22.3,8,1,27.3,8,1,18.3,8,1,9.7,0,8,1,1009.3,8,1,,0,1,7.0,8,ìåñkìå,8,1,3.1,8,1,0.0,0,8,1
2024/10/10,ñÿ,21.7,8,1,26.9,8,1,16.7,8,1,11.0,0,8,1,1009.9,8,1,,0,1,4.7,8,ìå,8,1,2.5,8,1,0,1,8,1
2024/10/11,ã‡,21.6,8,1,26.8,8,1,18.1,8,1,7.8,0,8,1,1013.8,8,1,,0,1,4.6,8,ìå,8,1,2.4,8,1,0,1,8,1
2024/10/12,ìy,21.0,8,1,26.8,8,1,15.9,8,1,10.3,0,8,1,1018.5,8,1,,0,1,5.0,8,ìå,8,1,2.7,8,1,0,1,8,1
2024/10/13,ì˙,21.5,8,1,27.4,8,1,15.4,8,1,10.9,0,8,1,1019.4,8,1,,0,1,6.1,8,ñkìå,8,1,3.3,8,1,9.0,0,8,1
2024/10/14,åé,23.2,8,1,29.2,8,1,20.0,8,1,3.3,0,8,1,1018.1,8,1,,0,1,6.9,8,ìåìÏìå,8,1,3.2,8,1,77.0,0,8,1
2024/10/15,âŒ,24.3,8,1,28.2,8,1,21.2,8,1,1.3,0,8,1,1017.0,8,1,,0,1,6.3,8,ìå,8,1,2.7,8,1,1.5,0,8,1
2024/10/16,êÖ,23.8,8,1,25.5,8,1,22.5,8,1,0.0,0,8,1,1017.2,8,1,,0,1,4.3,8,ñkìå,8,1,1.7,8,1,3.5,0,8,1
2024/10/17,ñÿ,23.4,8,1,27.1,8,1,21.8,8,1,0.2,0,8,1,1018.1,8,1,,0,1,6.7,8,ñkìå,8,1,3.0,8,1,8.0,0,8,1
2024/10/18,ã‡,24.2,8,1,28.6,8,1,21.8,8,1,1.8,0,8,1,1016.5,8,1,,0,1,4.2,8,ìå,8,1,1.8,8,1,2.5,0,8,1
2024/10/19,ìy,24.4,8,1,30.5,8,1,20.9,8,1,4.7,0,8,1,1013.3,8,1,,0,1,5.9,8,êºìÏêº,8,1,2.3,8,1,1.5,0,8,1
2024/10/20,ì˙,21.3,8,1,23.8,8,1,19.5,8,1,4.7,0,8,1,1020.2,8,1,,0,1,8.5,8,ìåñkìå,8,1,4.8,8,1,0.0,0,8,1
2024/10/21,åé,22.2,8,1,25.0,8,1,19.3,8,1,0.0,0,8,1,1020.7,8,1,,0,1,8.0,8,ìå,8,1,4.3,8,1,86.0,0,8,1
2024/10/22,âŒ,23.9,8,1,25.1,8,1,22.2,8,1,0.0,0,8,1,1015.0,8,1,,0,1,7.8,8,ìå,8,1,4.0,8,1,95.5,0,8,1
2024/10/23,êÖ,24.5,8,1,29.6,8,1,20.9,8,1,4.4,0,8,1,1011.8,8,1,,0,1,6.3,8,êº,8,1,2.9,8,1,0,1,8,1
2024/10/24,ñÿ,19.8,8,1,21.5,8,1,17.6,8,1,0.0,0,8,1,1015.6,8,1,,0,1,3.9,8,êºñkêº,8,1,1.3,8,1,7.5,0,8,1
2024/10/25,ã‡,20.7,8,1,23.8,8,1,17.8,8,1,0.0,0,8,1,1019.1,8,1,,0,1,4.0,8,ñkìå,8,1,1.7,8,1,3.5,0,8,1
2024/10/26,ìy,22.1,8,1,24.7,8,1,20.2,8,1,0.0,0,8,1,1016.7,8,1,,0,1,4.5,8,ñkìå,8,1,2.1,8,1,7.5,0,8,1
2024/10/27,ì˙,23.1,8,1,26.4,8,1,20.8,8,1,0.3,0,8,1,1010.3,8,1,,0,1,4.7,8,ñkìå,8,1,1.8,8,1,0.5,0,8,1
2024/10/28,åé,21.5,8,1,23.5,8,1,20.1,8,1,0.3,0,8,1,1008.1,8,1,,0,1,4.7,8,ñkìå,8,1,1.7,8,1,3.0,0,8,1
2024/10/29,âŒ,20.3,8,1,21.8,8,1,18.8,8,1,0.0,0,8,1,1012.4,8,1,,0,1,2.8,8,ñkìå,8,1,1.3,8,1,0.5,0,8,1
2024/10/30,êÖ,21.3,8,1,25.2,8,1,17.5,8,1,6.7,0,8,1,1015.4,8,1,,0,1,5.6,8,ìåñkìå,8,1,2.8,8,1,0.0,0,8,1
2024/10/31,ñÿ,19.7,8,1,23.8,8,1,15.9,8,1,0.6,0,8,1,1019.7,8,1,,0,1,4.4,8,ñkìå,8,1,2.1,8,1,0.0,0,8,1
2024/11/1,ã‡,21.8,8,1,25.0,8,1,19.2,8,1,0.0,0,8,1,1015.5,8,1,,0,1,3.1,8,êºñkêº,8,1,1.4,8,1,0.5,0,8,1
2024/11/2,ìy,24.2,8,1,31.0,8,1,19.8,8,1,2.8,0,8,1,1007.3,8,1,,0,1,12.0,8,êºìÏêº,8,1,3.6,8,1,8.0,0,8,1
2024/11/3,ì˙,19.9,8,1,25.2,8,1,15.2,8,1,10.4,0,8,1,1017.0,8,1,,0,1,6.3,8,ìåñkìå,8,1,3.0,8,1,0,1,8,1
2024/11/4,åé,19.6,8,1,25.7,8,1,14.1,8,1,3.1,0,8,1,1017.4,8,1,,0,1,4.6,8,êºñkêº,8,1,2.6,8,1,0.0,0,8,1
2024/11/5,âŒ,19.8,8,1,24.9,8,1,17.1,8,1,5.0,0,8,1,1014.6,8,1,,0,1,5.0,8,êº,8,1,2.8,8,1,0,1,8,1
2024/11/6,êÖ,17.3,8,1,22.4,8,1,11.8,8,1,10.3,0,8,1,1017.9,8,1,,0,1,5.8,8,êº,8,1,2.7,8,1,0,1,8,1
2024/11/7,ñÿ,15.0,8,1,21.5,8,1,8.9,8,1,9.6,0,8,1,1024.3,8,1,,0,1,6.8,8,ìåñkìå,8,1,3.2,8,1,0,1,8,1
2024/11/8,ã‡,16.0,8,1,20.7,8,1,9.6,8,1,3.6,0,8,1,1024.4,8,1,,0,1,5.6,8,ñkìå,8,1,2.8,8,1,0.0,0,8,1
2024/11/9,ìy,18.6,8,1,21.3,8,1,16.2,8,1,0.0,0,8,1,1022.4,8,1,,0,1,3.4,8,ñkñkìå,8,1,1.7,8,1,0.5,0,8,1
2024/11/10,ì˙,18.5,8,1,20.5,8,1,17.3,8,1,0.0,0,8,1,1018.9,8,1,,0,1,4.0,8,ñkìå,8,1,1.6,8,1,34.5,0,8,1
2024/11/11,åé,20.1,8,1,23.8,8,1,17.3,8,1,4.9,0,8,1,1014.9,8,1,,0,1,4.3,8,ìåñkìå,8,1,2.1,8,1,5.5,0,8,1
2024/11/12,âŒ,21.0,8,1,26.4,8,1,18.0,8,1,6.7,0,8,1,1014.3,8,1,,0,1,4.7,8,ñkìå,8,1,2.2,8,1,0,1,8,1
2024/11/13,êÖ,18.8,8,1,23.6,8,1,14.9,8,1,8.4,0,8,1,1017.1,8,1,,0,1,4.7,8,ìåñkìå,8,1,2.0,8,1,0,1,8,1
2024/11/14,ñÿ,19.0,8,1,23.8,8,1,14.9,8,1,1.4,0,8,1,1018.0,8,1,,0,1,3.7,8,ìåñkìå,8,1,2.2,8,1,0.0,0,8,1
2024/11/15,ã‡,20.4,8,1,22.9,8,1,18.7,8,1,0.0,0,8,1,1015.0,8,1,,0,1,4.5,8,ñkìå,8,1,2.2,8,1,4.0,0,8,1
2024/11/16,ìy,20.2,8,1,21.3,8,1,19.2,8,1,0.0,0,8,1,1013.8,8,1,,0,1,3.9,8,ñkìå,8,1,1.6,8,1,17.5,0,8,1
2024/11/17,ì˙,20.4,8,1,25.5,8,1,17.4,8,1,4.8,0,8,1,1012.7,8,1,,0,1,4.5,8,ìå,8,1,2.2,8,1,0.0,0,8,1
2024/11/18,åé,17.4,8,1,22.4,8,1,13.4,8,1,9.9,0,8,1,1018.7,8,1,,0,1,7.2,8,ñkñkìå,8,1,3.5,8,1,0,1,8,1
2024/11/19,âŒ,14.2,8,1,17.2,8,1,12.1,8,1,4.2,0,8,1,1023.4,8,1,,0,1,5.5,8,ñkìå,8,1,2.6,8,1,0,1,8,1
2024/11/20,êÖ,13.9,8,1,19.9,8,1,9.3,8,1,8.5,0,8,1,1019.2,8,1,,0,1,3.1,8,ìå,8,1,2.1,8,1,0,1,8,1
2024/11/21,ñÿ,14.7,8,1,19.9,8,1,10.9,8,1,0.9,0,8,1,1016.3,8,1,,0,1,3.8,8,ñkêº,8,1,2.2,8,1,0.0,0,8,1
2024/11/22,ã‡,14.2,8,1,20.4,8,1,9.0,8,1,9.7,0,8,1,1016.8,8,1,,0,1,5.8,8,êº,8,1,2.8,8,1,0,1,8,1
2024/11/23,ìy,11.8,8,1,18.5,8,1,7.0,8,1,7.6,0,8,1,1021.0,8,1,,0,1,5.6,8,ìåñkìå,8,1,2.7,8,1,0,1,8,1
2024/11/24,ì˙,10.8,8,1,17.3,8,1,6.3,8,1,9.2,0,8,1,1025.1,8,1,,0,1,5.3,8,ñkìå,8,1,2.6,8,1,0,1,8,1
2024/11/25,åé,11.5,8,1,17.7,8,1,4.8,8,1,9.2,0,8,1,1024.9,8,1,,0,1,4.7,8,ñkìå,8,1,2.6,8,1,0,1,8,1
2024/11/26,âŒ,13.8,8,1,18.5,8,1,10.7,8,1,0.2,0,8,1,1013.9,8,1,,0,1,7.0,8,êº,8,1,3.2,8,1,12.5,0,8,1
2024/11/27,êÖ,12.5,8,1,18.2,8,1,7.6,8,1,5.3,0,8,1,1012.8,8,1,,0,1,9.6,8,êºñkêº,8,1,4.5,8,1,0.0,0,8,1
2024/11/28,ñÿ,11.5,8,1,15.8,8,1,8.6,8,1,5.1,0,8,1,1012.5,8,1,,0,1,9.1,8,êº,8,1,3.7,8,1,0.0,0,8,1
2024/11/29,ã‡,11.0,8,1,15.2,8,1,8.8,8,1,6.8,0,8,1,1010.5,8,1,,0,1,8.2,8,êº,8,1,4.0,8,1,0.0,0,8,1
2024/11/30,ìy,11.9,8,1,18.0,8,1,5.2,8,1,8.3,0,8,1,1013.2,8,1,,0,1,7.7,8,êºñkêº,8,1,3.8,8,1,0,1,8,1
2024/12/1,ì˙,11.0,8,1,16.8,8,1,5.1,8,1,8.9,0,8,1,1016.0,8,1,,0,1,4.5,8,êº,8,1,2.5,8,1,0,1,8,1
2024/12/2,åé,14.0,8,1,21.6,8,1,8.3,8,1,9.2,0,8,1,1016.6,8,1,,0,1,4.3,8,êºñkêº,8,1,2.5,8,1,0,1,8,1
2024/12/3,âŒ,14.3,8,1,21.6,8,1,8.5,8,1,9.5,0,8,1,1016.5,8,1,,0,1,6.8,8,êºìÏêº,8,1,3.5,8,1,0,1,8,1
2024/12/4,êÖ,12.3,8,1,18.1,8,1,8.3,8,1,9.6,0,8,1,1015.4,8,1,,0,1,5.2,8,êº,8,1,3.0,8,1,0,1,8,1
2024/12/5,ñÿ,11.1,8,1,16.8,8,1,6.5,8,1,8.5,0,8,1,1015.1,8,1,,0,1,7.9,8,êºñkêº,8,1,4.2,8,1,0,1,8,1
2024/12/6,ã‡,10.5,8,1,16.9,8,1,4.4,8,1,4.5,0,8,1,1017.2,8,1,,0,1,6.4,8,êºìÏêº,8,1,2.4,8,1,0,1,8,1
2024/12/7,ìy,10.7,8,1,16.0,8,1,6.4,8,1,3.0,0,8,1,1018.5,8,1,,0,1,6.1,8,êºìÏêº,8,1,3.1,8,1,0,1,8,1
2024/12/8,ì˙,9.6,8,1,14.3,8,1,4.3,8,1,9.3,0,8,1,1018.5,8,1,,0,1,8.3,8,êºñkêº,8,1,3.5,8,1,0,1,8,1
2024/12/9,åé,7.4,8,1,14.6,8,1,1.1,8,1,9.7,0,8,1,1020.6,8,1,,0,1,4.2,8,êºñkêº,8,1,2.3,8,1,0,1,8,1
2024/12/10,âŒ,8.7,8,1,16.4,8,1,2.1,8,1,9.6,0,8,1,1018.6,8,1,,0,1,4.1,8,êº,8,1,2.4,8,1,0,1,8,1
2024/12/11,êÖ,9.8,8,1,15.5,8,1,5.3,8,1,4.2,0,8,1,1016.0,8,1,,0,1,5.1,8,ñkêº,8,1,2.7,8,1,0,1,8,1
2024/12/12,ñÿ,10.6,8,1,18.2,8,1,4.1,8,1,9.1,0,8,1,1017.6,8,1,,0,1,4.3,8,ìå,8,1,2.5,8,1,0,1,8,1
2024/12/13,ã‡,10.0,8,1,16.3,8,1,5.8,8,1,5.2,0,8,1,1015.8,8,1,,0,1,8.3,8,êº,8,1,4.2,8,1,0.0,0,8,1
2024/12/14,ìy,8.0,8,1,12.9,8,1,3.7,8,1,9.4,0,8,1,1018.9,8,1,,0,1,7.8,8,êºñkêº,8,1,3.9,8,1,0,1,8,1
2024/12/15,ì˙,7.7,8,1,14.1,8,1,2.4,8,1,8.8,0,8,1,1019.5,8,1,,0,1,7.9,8,êº,8,1,3.3,8,1,0,1,8,1
2024/12/16,åé,8.5,8,1,14.6,8,1,4.0,8,1,8.8,0,8,1,1018.9,8,1,,0,1,8.0,8,êº,8,1,3.3,8,1,0,1,8,1
2024/12/17,âŒ,8.2,8,1,14.8,8,1,2.6,8,1,4.1,0,8,1,1020.7,8,1,,0,1,5.8,8,êº,8,1,2.6,8,1,0.0,0,8,1
2024/12/18,êÖ,7.2,8,1,11.1,8,1,3.6,8,1,0.7,0,8,1,1018.6,8,1,,0,1,5.9,8,êºìÏêº,8,1,2.7,8,1,0.0,0,8,1
2024/12/19,ñÿ,7.1,8,1,14.0,8,1,1.7,8,1,9.6,0,8,1,1021.0,8,1,,0,1,6.7,8,ñkìå,8,1,2.9,8,1,0,1,8,1
2024/12/20,ã‡,7.8,8,1,14.0,8,1,1.4,8,1,6.7,0,8,1,1021.0,8,1,,0,1,5.2,8,ñkêº,8,1,2.7,8,1,0.0,0,8,1
2024/12/21,ìy,11.6,8,1,18.0,8,1,8.1,8,1,6.6,0,8,1,1014.0,8,1,,0,1,10.2,8,êº,8,1,4.9,8,1,0.0,0,8,1
2024/12/22,ì˙,7.6,8,1,12.3,8,1,2.8,8,1,9.4,0,8,1,1018.1,8,1,,0,1,8.1,8,êº,8,1,4.5,8,1,0,1,8,1
