1,ЧяШaВQФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,
2,Сж1Х\Б@ТjПЧХ РlМыЛyВ—РҐС—РФБ|КоЦ{ТPИ Лж,,,,,,,,,,,
3,,,,,,,,,1) БuРlМыПWТЖТnЛжХДНЖБvВЌБCБu01БvВ≈В†ВкВќРlМыПWТЖТnЛжБCБu51БvВ≈В†ВкВќПАРlМыПWТЖТnЛжВ≈В†ВйВ±В∆ВрХ\ВЈБBВ»В®БCОsЛжТђСЇУаВ…РlМыПWТЖТnЛжВвПАРlМыПWТЖТnЛжВ™Х°РФСґНЁВЈВйПкНЗВЌБCРlМыВћСеВЂВҐРlМыПWТЖТnЛжВ©ВзБC01БC02БcБiПАРlМыПWТЖТnЛжВЌ51БC52БcБjВ∆ХtЧ^ВµВƒВҐВйБB,,,
4,,,,,,,,,РlМы,РlМы,РlМы,РҐС—РФ
201,"45201","006003060"," 300.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",111,67,44,67
202,"45201","006003090"," 298.1. 1","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",62,32,30,30
203,"45201","006003100"," 298.1. 2","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",28,10,18,11
204,"45201","006003110"," 298.1. 3","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",11,5,6,5
205,"45201","006003120"," 299.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",96,50,46,50
206,"45201","006003130"," 311.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",109,48,61,52
207,"45201","006003140"," 312.4.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",-,-,-,-
208,"45201","006003150"," 307.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",73,55,18,54
209,"45201","006003150"," 308.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",85,37,48,50
210,"45201","006003150"," 309.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",61,27,34,38
211,"45201","006003160"," 310.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",74,38,36,46
212,"45201","006003170"," 313.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",133,75,58,65
213,"45201","006003180"," 314.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",92,50,42,72
214,"45201","006003180"," 315.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",147,60,87,76
215,"45201","006003190"," 301.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",105,37,68,45
216,"45201","006003190"," 302.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",71,26,45,45
217,"45201","006003190"," 303.1.  ","Л{НиМІ","Л{НиОs","ТяУЗ","ОOТЪЦЏ","01",78,34,44,45
218,"45201","007000010"," 342.1. 2","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",48,27,21,36
219,"45201","007000020"," 343.1.  ","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",98,50,48,59
220,"45201","007000030"," 341.1. 1","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",85,42,43,59
221,"45201","007000040"," 341.1. 2","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",-,-,-,-
222,"45201","007000050"," 342.1. 1","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",8,3,5,7
223,"45201","007000060"," 344.1. 1","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",18,9,9,14
224,"45201","007000070"," 344.1. 2","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",30,11,19,22
225,"45201","007000080"," 339.1. 1","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",68,34,34,46
226,"45201","007000090"," 340.1.  ","Л{НиМІ","Л{НиОs","М≥Л{Тђ","","01",55,28,27,41
227,"45201","008000010"," 335.1.19","Л{НиМІ","Л{НиОs","НВПЉТђ","","01",13,7,6,10
228,"45201","008000020"," 336.1.  ","Л{НиМІ","Л{НиОs","НВПЉТђ","","01",74,46,28,66
229,"45201","008000020"," 337.4. 1","Л{НиМІ","Л{НиОs","НВПЉТђ","","01",177,57,120,1
230,"45201","008000030"," 333.1. 3","Л{НиМІ","Л{НиОs","НВПЉТђ","","01",28,15,13,27
231,"45201","008000040"," 337.4. 2","Л{НиМІ","Л{НиОs","НВПЉТђ","","01",45,25,20,2
232,"45201","008000040"," 338.1.  ","Л{НиМІ","Л{НиОs","НВПЉТђ","","01",120,61,59,73
233,"45201","008000050"," 339.1. 2","Л{НиМІ","Л{НиОs","НВПЉТђ","","01",11,5,6,5
234,"45201","009000010"," 345.1.  ","Л{НиМІ","Л{НиОs","ЦkНВПЉТђ","","01",81,50,31,62
235,"45201","009000020"," 327.1. 1","Л{НиМІ","Л{НиОs","ЦkНВПЉТђ","","01",49,25,24,43
236,"45201","009000030"," 327.1. 2","Л{НиМІ","Л{НиОs","ЦkНВПЉТђ","","01",37,19,18,25
237,"45201","009000040"," 324.1. 1","Л{НиМІ","Л{НиОs","ЦkНВПЉТђ","","01",49,27,22,40
238,"45201","009000050"," 326.4.  ","Л{НиМІ","Л{НиОs","ЦkНВПЉТђ","","01",3,1,2,1
239,"45201","010000010"," 344.1. 3","Л{НиМІ","Л{НиОs","УмНВПЉТђ","","01",30,13,17,22
240,"45201","010000020"," 346.1.  ","Л{НиМІ","Л{НиОs","УмНВПЉТђ","","01",71,39,32,55
241,"45201","010000030"," 347.1. 1","Л{НиМІ","Л{НиОs","УмНВПЉТђ","","01",52,29,23,38
242,"45201","010000040"," 347.1. 2","Л{НиМІ","Л{НиОs","УмНВПЉТђ","","01",28,13,15,21
243,"45201","010000050"," 350.1. 2","Л{НиМІ","Л{НиОs","УмНВПЉТђ","","01",33,15,18,25
244,"45201","010000060"," 350.1. 1","Л{НиМІ","Л{НиОs","УмНВПЉТђ","","01",67,33,34,36
245,"45201","011000010"," 348.1.  ","Л{НиМІ","Л{НиОs","РЉНВПЉТђ","","01",59,34,25,48
246,"45201","011000020"," 349.1. 1","Л{НиМІ","Л{НиОs","РЉНВПЉТђ","","01",36,21,15,25
247,"45201","011000030"," 349.1. 2","Л{НиМІ","Л{НиОs","РЉНВПЉТђ","","01",53,24,29,21
248,"45201","011000040"," 351.1.  ","Л{НиМІ","Л{НиОs","РЉНВПЉТђ","","01",97,46,51,55
249,"45201","012001010","3642.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",28,13,15,13
250,"45201","012001020","3642.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",-,-,-,-
251,"45201","012001030"," 353.1.  ","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",90,36,54,51
252,"45201","012001040"," 818.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",20,11,9,14
253,"45201","012001050"," 818.1. 3","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",-,-,-,-
254,"45201","012001060"," 354.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",56,9,47,49
255,"45201","012001070"," 354.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",3,1,2,2
256,"45201","012001080","3642.1. 3","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",33,16,17,26
257,"45201","012001090","3642.1. 4","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",16,10,6,12
258,"45201","012001100","3642.1. 5","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",-,-,-,-
259,"45201","012001110"," 355.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",-,-,-,-
260,"45201","012001120"," 355.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",4,2,2,3
261,"45201","012001130"," 355.1. 3","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",9,4,5,2
262,"45201","012001140"," 355.1. 4","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",75,34,41,52
263,"45201","012001150"," 357.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",20,9,11,7
264,"45201","012001160"," 357.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",128,56,72,84
265,"45201","012001170"," 818.1. 4","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",2,1,1,1
266,"45201","012001170"," 820.1.  ","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",146,67,79,61
267,"45201","012001170"," 821.1.  ","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",114,50,64,55
268,"45201","012001180"," 818.1. 5","Л{НиМІ","Л{НиОs","НLУЗ","ИкТЪЦЏ","01",20,17,3,20
269,"45201","012002010"," 362.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",7,4,3,3
270,"45201","012002020"," 356.1.  ","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",96,52,44,69
271,"45201","012002030"," 358.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",17,11,6,16
272,"45201","012002030"," 359.1.  ","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",68,27,41,53
273,"45201","012002040"," 813.1. 6","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",4,2,2,1
274,"45201","012002050"," 813.1. 7","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",33,16,17,24
275,"45201","012002060"," 358.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",15,7,8,7
276,"45201","012002070"," 360.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",48,15,33,32
277,"45201","012002080"," 362.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",48,30,18,45
278,"45201","012002080"," 382.1.  ","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",117,50,67,54
279,"45201","012002090"," 360.1. 2","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",47,20,27,37
280,"45201","012002100"," 361.1. 1","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",22,12,10,19
281,"45201","012002110"," 358.1. 3","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",21,6,15,16
282,"45201","012002120"," 813.1. 8","Л{НиМІ","Л{НиОs","НLУЗ","УсТЪЦЏ","01",40,14,26,32
283,"45201","013000010"," 333.1. 1","Л{НиМІ","Л{НиОs","РзСРТђ","","01",2,1,1,1
284,"45201","013000020"," 333.1. 2","Л{НиМІ","Л{НиОs","РзСРТђ","","01",39,21,18,33
285,"45201","013000030"," 332.1.  ","Л{НиМІ","Л{НиОs","РзСРТђ","","01",61,29,32,57
286,"45201","013000040","3657.1. 1","Л{НиМІ","Л{НиОs","РзСРТђ","","01",16,8,8,14
287,"45201","013000050","3657.1. 2","Л{НиМІ","Л{НиОs","РзСРТђ","","01",12,5,7,10
288,"45201","013000060"," 331.1. 1","Л{НиМІ","Л{НиОs","РзСРТђ","","01",33,16,17,24
289,"45201","013000070"," 331.1. 2","Л{НиМІ","Л{НиОs","РзСРТђ","","01",35,15,20,26
290,"45201","013000080"," 330.1. 2","Л{НиМІ","Л{НиОs","РзСРТђ","","01",31,13,18,19
291,"45201","013000090"," 330.1. 1","Л{НиМІ","Л{НиОs","РзСРТђ","","01",48,23,25,42
292,"45201","013000090"," 334.1.  ","Л{НиМІ","Л{НиОs","РзСРТђ","","01",83,28,55,66
293,"45201","013000100"," 328.1.  ","Л{НиМІ","Л{НиОs","РзСРТђ","","01",70,37,33,58
294,"45201","013000110"," 329.1. 4","Л{НиМІ","Л{НиОs","РзСРТђ","","01",43,20,23,35
295,"45201","013000120"," 329.1. 2","Л{НиМІ","Л{НиОs","РзСРТђ","","01",2,1,1,1
296,"45201","013000130"," 331.1. 3","Л{НиМІ","Л{НиОs","РзСРТђ","","01",7,3,4,2
297,"45201","013000140"," 329.1. 3","Л{НиМІ","Л{НиОs","РзСРТђ","","01",37,16,21,19
298,"45201","013000150"," 329.1. 1","Л{НиМІ","Л{НиОs","РзСРТђ","","01",3,2,1,1
299,"45201","014001010"," 785.1. 8","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",-,-,-,-
300,"45201","014001020"," 785.1. 9","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",32,17,15,26
301,"45201","014001030"," 794.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",79,40,39,58
302,"45201","014001040"," 785.1. 6","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",-,-,-,-
303,"45201","014001050"," 785.1. 7","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",5,2,3,2
304,"45201","014001060"," 793.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",89,39,50,53
305,"45201","014001070"," 784.1. 2","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",20,14,6,16
306,"45201","014001080"," 792.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",111,60,51,87
307,"45201","014001090"," 784.1. 1","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",53,27,26,36
308,"45201","014001100","3645.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",79,42,37,57
309,"45201","014001110"," 764.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",88,44,44,65
310,"45201","014001120"," 763.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",98,45,53,65
311,"45201","014001130","3644.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",90,40,50,57
312,"45201","014001140"," 762.1. 1","Л{НиМІ","Л{НиОs","РіРЕ","ИкТЪЦЏ","01",26,14,12,12
313,"45201","014002010"," 781.1. 1","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",5,2,3,3
314,"45201","014002020"," 797.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",118,54,64,50
315,"45201","014002030"," 781.1. 2","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",3,2,1,2
316,"45201","014002040"," 781.1. 3","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",8,3,5,7
317,"45201","014002050"," 781.1. 4","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",1,1,-,1
318,"45201","014002060"," 782.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",81,43,38,56
319,"45201","014002070"," 787.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",122,47,75,69
320,"45201","014002070"," 795.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",123,54,69,53
321,"45201","014002080"," 781.1. 5","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",59,23,36,33
322,"45201","014002090"," 783.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",72,34,38,45
323,"45201","014002100"," 765.1. 1","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",87,41,46,51
324,"45201","014002110"," 765.1. 2","Л{НиМІ","Л{НиОs","РіРЕ","УсТЪЦЏ","01",29,12,17,19
325,"45201","014003010"," 789.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",54,28,26,47
326,"45201","014003020"," 788.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",42,24,18,25
327,"45201","014003030"," 790.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",67,25,42,50
328,"45201","014003040"," 796.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",71,22,49,56
329,"45201","014003050"," 791.1. 1","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",71,37,34,34
330,"45201","014003060"," 791.1. 2","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",-,-,-,-
331,"45201","014003070"," 778.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",114,52,62,64
332,"45201","014003080"," 776.1. 1","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",55,30,25,40
333,"45201","014003090"," 777.1.  ","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",64,32,32,46
334,"45201","014003100"," 775.1. 1","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",55,26,29,24
335,"45201","014003110"," 775.1. 2","Л{НиМІ","Л{НиОs","РіРЕ","ОOТЪЦЏ","01",94,46,48,47
336,"45201","015000010"," 753.1. 1","Л{НиМІ","Л{НиОs","МіТђ","","01",3,1,2,2
337,"45201","015000020"," 754.1. 1","Л{НиМІ","Л{НиОs","МіТђ","","01",33,15,18,19
338,"45201","015000030"," 753.1. 2","Л{НиМІ","Л{НиОs","МіТђ","","01",74,34,40,50
339,"45201","015000040"," 753.1. 3","Л{НиМІ","Л{НиОs","МіТђ","","01",-,-,-,-
340,"45201","015000050"," 753.1. 4","Л{НиМІ","Л{НиОs","МіТђ","","01",16,9,7,7
341,"45201","015000060"," 753.1. 5","Л{НиМІ","Л{НиОs","МіТђ","","01",10,7,3,6
342,"45201","015000070","1321.1. 1","Л{НиМІ","Л{НиОs","МіТђ","","01",38,18,20,20
343,"45201","015000080","1321.1. 2","Л{НиМІ","Л{НиОs","МіТђ","","01",45,19,26,26
344,"45201","015000090","1321.1. 3","Л{НиМІ","Л{НиОs","МіТђ","","01",34,16,18,13
345,"45201","015000100","1322.1. 1","Л{НиМІ","Л{НиОs","МіТђ","","01",19,7,12,7
346,"45201","015000110","1322.1. 2","Л{НиМІ","Л{НиОs","МіТђ","","01",49,25,24,31
347,"45201","015000120","1323.1.  ","Л{НиМІ","Л{НиОs","МіТђ","","01",63,24,39,45
348,"45201","016000010"," 780.1.  ","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",74,37,37,64
349,"45201","016000020"," 779.1. 1","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",109,51,58,50
350,"45201","016000030"," 779.1. 2","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",-,-,-,-
351,"45201","016000040"," 779.1. 3","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",7,2,5,4
352,"45201","016000050"," 776.1. 3","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",37,21,16,20
353,"45201","016000060"," 776.1. 2","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",27,13,14,13
354,"45201","016000070"," 767.1.  ","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",107,41,66,44
355,"45201","016000080"," 766.1. 1","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",62,30,32,25
356,"45201","016000090"," 766.1. 2","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",27,13,14,12
357,"45201","016000100"," 766.1. 3","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",24,11,13,8
358,"45201","016000110"," 762.1. 2","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",44,21,23,28
359,"45201","016000120"," 754.1. 2","Л{НиМІ","Л{НиОs","РЉТrТђ","","01",137,62,75,63
360,"45201","017001010"," 324.1. 2","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",43,17,26,25
361,"45201","017001020"," 324.1. 3","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",11,5,6,5
362,"45201","017001030"," 324.1. 4","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",33,12,21,17
363,"45201","017001030"," 325.1.  ","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",41,20,21,41
364,"45201","017001040"," 324.1. 5","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",12,5,7,5
365,"45201","017001050"," 322.1. 1","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",57,22,35,35
366,"45201","017001060"," 320.1.  ","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",59,26,33,43
367,"45201","017001060"," 321.1.  ","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",74,40,34,59
368,"45201","017001070"," 319.1. 1","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",69,33,36,42
369,"45201","017001080"," 319.1. 2","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",31,19,12,24
370,"45201","017001090"," 322.1. 2","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",44,24,20,23
371,"45201","017001100"," 323.1.  ","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",83,64,19,70
372,"45201","017001110"," 317.1.  ","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",64,32,32,49
373,"45201","017001110"," 318.1.  ","Л{НиМІ","Л{НиОs","СеНH","ИкТЪЦЏ","01",42,25,17,35
374,"45201","017002010"," 271.1. 1","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",45,20,25,25
375,"45201","017002020"," 268.1. 1","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",109,60,49,58
376,"45201","017002030"," 267.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",23,12,11,19
377,"45201","017002030"," 269.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",71,28,43,44
378,"45201","017002030"," 270.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",129,55,74,62
379,"45201","017002040"," 271.1. 2","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",37,16,21,19
380,"45201","017002050"," 285.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",65,29,36,50
381,"45201","017002060"," 282.1. 2","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",21,6,15,9
382,"45201","017002070"," 279.1. 3","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",53,24,29,31
383,"45201","017002080"," 271.1. 3","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",31,17,14,14
384,"45201","017002080"," 272.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",146,60,86,59
385,"45201","017002090"," 268.1. 2","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",6,3,3,3
386,"45201","017002100"," 289.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",97,51,46,79
387,"45201","017002110"," 282.1. 1","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",46,23,23,34
388,"45201","017002120"," 279.1. 2","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",14,5,9,7
389,"45201","017002130"," 279.1. 1","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",53,25,28,25
390,"45201","017002140"," 287.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",95,53,42,61
391,"45201","017002150"," 288.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",91,44,47,67
392,"45201","017002160"," 283.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",51,23,28,31
393,"45201","017002160"," 284.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",64,32,32,52
394,"45201","017002160"," 316.4.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",8,2,6,1
395,"45201","017002170"," 286.1.  ","Л{НиМІ","Л{НиОs","СеНH","УсТЪЦЏ","01",53,21,32,28
396,"45201","017003010"," 263.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",70,36,34,54
397,"45201","017003010"," 264.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",134,64,70,56
398,"45201","017003020"," 265.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",69,34,35,44
399,"45201","017003030"," 277.1. 1","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",52,28,24,30
400,"45201","017003040"," 276.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",65,36,29,44
401,"45201","017003050"," 266.1. 1","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",83,42,41,47
402,"45201","017003060"," 266.1. 2","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",33,20,13,22
403,"45201","017003070"," 274.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",86,38,48,57
404,"45201","017003070"," 275.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",53,30,23,47
405,"45201","017003080"," 273.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",111,49,62,62
406,"45201","017003090"," 278.1. 1","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",74,37,37,39
407,"45201","017003100"," 278.1. 2","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",55,24,31,23
408,"45201","017003110"," 277.1. 2","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",90,49,41,54
409,"45201","017003120"," 281.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",79,45,34,53
410,"45201","017003130"," 280.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",72,37,35,55
411,"45201","017003140"," 295.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",56,34,22,32
412,"45201","017003140"," 297.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",73,45,28,50
413,"45201","017003150"," 296.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",47,33,14,34
414,"45201","017003160"," 291.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",74,41,33,51
415,"45201","017003160"," 292.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",59,39,20,50
416,"45201","017003160"," 293.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",43,29,14,42
417,"45201","017003160"," 294.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",55,31,24,53
418,"45201","017003170"," 290.1.  ","Л{НиМІ","Л{НиОs","СеНH","ОOТЪЦЏ","01",93,42,51,54
419,"45201","018000020"," 746.1. 1","Л{НиМІ","Л{НиОs","ТЖТ√Р£Тђ","","01",40,17,23,27
420,"45201","018000020"," 747.1.  ","Л{НиМІ","Л{НиОs","ТЖТ√Р£Тђ","","01",251,115,136,77
